customer_id,segment,age,gender,income_usd,education,occupation,family_size,marital_status,country,city_type,climate_zone,latitude,longitude,lifestyle,personality,primary_value,purchase_frequency_per_month,avg_order_value_usd,total_orders,total_spent_usd,last_purchase_days_ago,preferred_channel,product_category_pref,customer_lifetime_value_usd,recency_days,frequency_orders,monetary_usd,device_pref,os,browser,internet_speed_mbps,primary_motivation,nps,csat_1_5,email_open_rate,app_usage_per_week,support_tickets_last_year,churn_risk,is_active,signup_date,last_login_date
CUST1078,Segment 79,78,Prefer not to say,29261,Other,Executive,4,Widowed,Germany,Urban,Tropical,51.9246,72.2307,Homebody,Conscientious,Convenience,1,29.87,3,100.07,672,Online,Groceries,175.03,672,3,100.07,Tablet,Windows,Edge,41.8,Sustainability,18,4.3,0.82,5,0,Low,No,20/05/2025,20/09/2025
CUST1079,Segment 80,25,Prefer not to say,84697,Other,Freelancer,1,Widowed,South Africa,Urban,Continental,4.1328,71.6102,Homebody,Spontaneous,Convenience,2,38.94,193,7662.24,375,Phone,Apparel,10219.29,375,193,7662.24,Tablet,Linux,Other,53.9,Convenience,94,2.2,0.66,23,0,High,No,09/09/2025,30/08/2025
CUST1080,Segment 81,64,Prefer not to say,35760,Bachelors,Professional,4,Domestic partnership,South Africa,Rural,Arid,-21.5931,49.5213,Family-oriented,Introverted,Quality,2,85.18,132,11751.53,88,Social,Automotive,21870.29,88,132,11751.53,Mobile,Linux,Chrome,70.6,Quality,13,2.8,0.8,9,0,Medium,Yes,19/06/2021,24/08/2025
CUST1081,Segment 82,52,Female,88613,Masters,Freelancer,4,Married,Canada,Rural,Continental,0.5049,64.3056,Family-oriented,Social,Innovation,1,32.99,104,3055.13,653,Phone,Apparel,3926.42,653,104,3055.13,Mobile,Other,Firefox,28.3,Customer support,-85,1.1,0.27,19,0,Low,Yes,26/09/2024,12/12/2024
CUST1082,Segment 83,31,Non-binary,99758,Bachelors,Unemployed,3,Widowed,United States,Rural,Continental,57.8036,21.9628,Health-conscious,Spontaneous,Innovation,0,140.38,64,10231.05,202,Social,Home & Garden,28444.3,202,64,10231.05,Desktop,iOS,Other,33.5,Sustainability,-18,2.2,0.69,14,0,Medium,Yes,14/06/2024,27/06/2025
CUST1083,Segment 84,34,Female,40380,High School,Executive,2,Widowed,Australia,Suburban,Continental,4.188,-59.4963,Homebody,Extroverted,Innovation,0,167.04,106,17200.77,333,Mobile app,Home & Garden,29099.49,333,106,17200.77,Desktop,Android,Other,42.4,Customer support,78,3,0.26,4,0,High,Yes,07/11/2020,18/05/2025
CUST1084,Segment 85,53,Female,93901,High School,Unemployed,5,Widowed,United Kingdom,Rural,Mediterranean,-13.8373,-33.2051,Luxury-seeker,Extroverted,Innovation,2,8.03,98,673.92,221,Social,Books,882.11,221,98,673.92,Tablet,Windows,Chrome,16.4,Quality,-29,1.2,0.94,19,0,Low,Yes,31/10/2022,08/10/2024
CUST1085,Segment 86,67,Non-binary,77383,Masters,Freelancer,5,Single,Germany,Suburban,Temperate,19.6741,-79.1526,Homebody,Analytical,Quality,4,34.02,10,362.54,40,Social,Groceries,380.99,40,10,362.54,Tablet,iOS,Chrome,29.5,Sustainability,23,3,0.64,2,0,Medium,Yes,18/07/2025,23/05/2025
CUST1086,Segment 87,57,Prefer not to say,89662,PhD,Unemployed,3,Single,United States,Urban,Arid,-23.584,124.3662,Homebody,Introverted,Convenience,2,78.55,149,10374.8,707,Online,Beauty,23775.36,707,149,10374.8,Tablet,Android,Safari,38.1,Customer support,12,4.7,0.32,4,0,Low,Yes,28/02/2024,02/09/2025
CUST1087,Segment 88,21,Prefer not to say,121904,PhD,Executive,4,Divorced,Brazil,Suburban,Continental,-41.655,33.3497,Tech-savvy,Conscientious,Brand,0,142.57,128,15311.33,67,In-store,Electronics,34814.97,67,128,15311.33,Mobile,Linux,Firefox,71.9,Customer support,-89,1.4,0.27,29,0,Low,Yes,28/08/2024,12/08/2025
CUST1088,Segment 89,19,Non-binary,57638,High School,Manager,1,Married,Canada,Urban,Arid,-35.8232,-17.7616,Tech-savvy,Analytical,Quality,1,47.75,46,2514.54,513,Online,Sports,4227.47,513,46,2514.54,Mobile,Android,Safari,56.6,Convenience,25,4.1,0.19,24,1,Medium,Yes,21/08/2022,18/04/2025
CUST1089,Segment 90,79,Female,42388,High School,Student,4,Widowed,Australia,Suburban,Mediterranean,-35.915,-0.6384,Budget-conscious,Introverted,Price,1,73.8,155,11256.72,636,Phone,Automotive,12871.2,636,155,11256.72,Mobile,Other,Other,54.8,Customer support,-48,2.6,0.69,7,0,Low,Yes,02/04/2023,17/01/2025
CUST1090,Segment 91,23,Female,38315,PhD,Professional,3,Married,Canada,Rural,Arid,-33.2907,135.2393,Family-oriented,Introverted,Quality,2,5.6,66,406.45,621,Mobile app,Beauty,739.44,621,66,406.45,Tablet,macOS,Chrome,71.3,Novelty,-26,3.6,0.22,7,0,High,Yes,26/06/2023,14/10/2025
CUST1091,Segment 92,71,Prefer not to say,40526,Associate,Unemployed,5,Divorced,South Africa,Urban,Arid,-34.729,-87.0616,Luxury-seeker,Introverted,Quality,2,25.35,169,3925.29,597,Mobile app,Books,6368.53,597,169,3925.29,Tablet,iOS,Other,46.6,Status,32,2,0.6,7,0,Low,Yes,29/12/2024,17/10/2025
CUST1092,Segment 93,59,Male,62687,PhD,Executive,4,Domestic partnership,Canada,Suburban,Tropical,20.4962,34.1444,Tech-savvy,Introverted,Quality,5,161.72,112,20191.75,631,Social,Sports,47536.25,631,112,20191.75,Tablet,Windows,Edge,59.8,Sustainability,-74,1.6,0.26,11,0,Low,Yes,23/07/2022,20/07/2025
CUST1093,Segment 94,21,Male,75235,Bachelors,Manager,5,Divorced,United Kingdom,Suburban,Mediterranean,-29.9932,11.6488,Homebody,Introverted,Sustainability,0,12.66,13,139.03,126,Mobile app,Groceries,307.47,126,13,139.03,Tablet,Android,Firefox,47.4,Lowest price,39,1.6,0.66,23,0,Medium,Yes,19/09/2025,26/05/2025
CUST1094,Segment 95,71,Male,73301,Associate,Freelancer,1,Widowed,South Africa,Rural,Continental,-11.9766,41.2072,Homebody,Analytical,Price,1,214.72,137,27721.93,254,In-store,Sports,47936.41,254,137,27721.93,Mobile,Linux,Edge,56.6,Status,44,1.3,0.81,22,1,Medium,Yes,24/06/2025,23/11/2024
CUST1095,Segment 96,46,Female,89815,Bachelors,Student,5,Domestic partnership,Germany,Rural,Temperate,48.6467,-124.9291,Budget-conscious,Social,Convenience,1,118.51,164,23152.21,694,In-store,Electronics,33241.6,694,164,23152.21,Desktop,Android,Chrome,35.4,Convenience,33,1.7,0.78,7,0,Medium,Yes,03/01/2025,26/06/2025
CUST1096,Segment 97,35,Female,65390,High School,Executive,5,Domestic partnership,Germany,Rural,Temperate,2.1358,114.1947,Budget-conscious,Social,Brand,1,115.8,86,11129.91,15,Social,Sports,33123.41,15,86,11129.91,Mobile,Linux,Chrome,2.7,Novelty,-4,3.7,0.76,10,0,Low,No,31/08/2025,04/11/2024
CUST1097,Segment 98,43,Prefer not to say,108606,Associate,Professional,2,Divorced,Brazil,Suburban,Temperate,23.4314,130.9931,Family-oriented,Analytical,Brand,0,109.53,90,9846.88,476,Social,Groceries,18787.88,476,90,9846.88,Desktop,macOS,Chrome,46.6,Customer support,-96,4.5,0.19,13,1,Medium,Yes,16/04/2025,22/01/2025
CUST1098,Segment 99,61,Male,57060,Bachelors,Freelancer,2,Widowed,South Africa,Rural,Temperate,-31.0448,28.2373,Tech-savvy,Extroverted,Convenience,1,59.84,58,3248.28,61,Phone,Beauty,7719.69,61,58,3248.28,Desktop,Other,Firefox,85.6,Novelty,-44,4.3,0.09,7,1,Low,Yes,13/04/2022,30/09/2024
CUST1099,Segment 100,51,Prefer not to say,146605,Bachelors,Manager,2,Domestic partnership,South Africa,Suburban,Continental,-28.8482,65.0622,Luxury-seeker,Social,Sustainability,2,98.53,54,6112.62,431,Social,Electronics,7830.91,431,54,6112.62,Mobile,Linux,Safari,73.2,Customer support,55,3.7,0.7,28,2,High,Yes,28/11/2019,11/07/2025
CUST1100,Segment 101,27,Prefer not to say,83770,Associate,Freelancer,5,Divorced,Australia,Rural,Temperate,-45.5045,128.2998,Luxury-seeker,Conscientious,Brand,2,63.67,12,777.75,669,Online,Apparel,1533.08,669,12,777.75,Mobile,Windows,Other,74.1,Lowest price,-23,1.4,0.37,29,0,High,Yes,05/02/2025,29/11/2024
CUST1101,Segment 102,79,Prefer not to say,39285,Masters,Retired,3,Divorced,South Africa,Suburban,Mediterranean,-31.4171,68.0268,Adventurer,Conscientious,Quality,2,108.18,14,1671.08,267,Online,Books,1763.11,267,14,1671.08,Mobile,macOS,Other,80.9,Quality,-32,2.2,0.43,23,0,Low,Yes,18/03/2025,06/11/2024
CUST1102,Segment 103,53,Non-binary,32873,PhD,Freelancer,5,Widowed,United Kingdom,Urban,Mediterranean,-19.3551,-87.2891,Homebody,Extroverted,Brand,6,72.98,121,9728.15,34,Online,Sports,19562.44,34,121,9728.15,Tablet,Other,Other,52.2,Customer support,17,2.2,0.03,27,0,Low,Yes,03/03/2025,05/06/2025
CUST1103,Segment 104,31,Male,79474,Other,Unemployed,3,Divorced,Brazil,Rural,Arid,-30.5288,31.3607,Budget-conscious,Analytical,Price,3,17.98,162,2351.12,575,In-store,Home & Garden,6884.16,575,162,2351.12,Mobile,Android,Other,54.9,Convenience,19,2,0.26,9,0,High,Yes,05/03/2025,27/03/2025
CUST1104,Segment 105,48,Male,58296,Bachelors,Freelancer,3,Divorced,Australia,Urban,Tropical,-40.2427,39.8802,Homebody,Conscientious,Price,0,22.77,181,3505.23,493,Mobile app,Automotive,6198.7,493,181,3505.23,Tablet,Other,Other,34.6,Status,-42,3.1,0.03,6,0,High,No,02/10/2025,26/09/2024
CUST1105,Segment 106,65,Non-binary,86420,PhD,Manager,2,Divorced,United Kingdom,Suburban,Polar,-36.7301,-11.2434,Eco-friendly,Analytical,Convenience,2,15.94,121,2051.89,561,Phone,Sports,2211.92,561,121,2051.89,Desktop,Other,Safari,42.1,Quality,-68,3.1,0.88,27,0,Low,No,06/08/2020,20/05/2025
CUST1106,Segment 107,32,Non-binary,79197,Other,Freelancer,4,Married,Canada,Urban,Temperate,0.6857,76.2044,Family-oriented,Conscientious,Sustainability,1,133.25,20,2304.29,468,Social,Apparel,2446.95,468,20,2304.29,Mobile,iOS,Edge,65.4,Quality,-39,2.4,0.24,16,0,High,Yes,06/05/2025,23/06/2025
CUST1107,Segment 108,25,Male,62815,PhD,Freelancer,1,Single,Germany,Rural,Polar,-27.3033,131.6228,Homebody,Spontaneous,Innovation,2,37.95,75,2567.88,660,Phone,Sports,4560.49,660,75,2567.88,Tablet,Linux,Firefox,80.1,Customer support,-51,2.4,0.56,3,1,High,Yes,26/09/2024,19/12/2024
CUST1108,Segment 109,31,Non-binary,39596,High School,Self-employed,2,Married,Brazil,Rural,Polar,-9.9303,129.1592,Health-conscious,Extroverted,Innovation,3,17.03,144,2890.44,324,In-store,Groceries,3815.52,324,144,2890.44,Tablet,Other,Edge,46.5,Customer support,11,4.3,0.04,28,0,Low,Yes,21/10/2025,01/12/2024
CUST1109,Segment 110,40,Prefer not to say,19555,Other,Executive,2,Divorced,India,Suburban,Polar,5.3759,-3.765,Budget-conscious,Extroverted,Sustainability,1,98.81,70,7083.21,303,Social,Beauty,7414.03,303,70,7083.21,Tablet,Windows,Edge,38.7,Convenience,-82,4.2,0.67,12,0,Medium,Yes,04/12/2021,01/06/2025
CUST1110,Segment 111,77,Female,51605,PhD,Self-employed,4,Single,Germany,Rural,Arid,25.9434,-98.2933,Homebody,Extroverted,Brand,2,165.87,56,10220.3,275,Social,Beauty,25677.76,275,56,10220.3,Mobile,iOS,Other,50,Status,96,2.2,0.32,3,1,Medium,Yes,15/03/2023,23/09/2025
CUST1111,Segment 112,74,Prefer not to say,90692,Bachelors,Freelancer,1,Domestic partnership,United States,Urban,Mediterranean,-45.6757,145.7555,Luxury-seeker,Analytical,Sustainability,3,121.38,101,12543.7,683,In-store,Home & Garden,24046.85,683,101,12543.7,Desktop,iOS,Other,65,Customer support,22,4.7,0.9,4,0,High,Yes,19/12/2019,09/05/2025
CUST1112,Segment 113,79,Male,71423,Other,Executive,5,Married,Germany,Rural,Temperate,37.9351,104.8915,Family-oriented,Introverted,Sustainability,3,38.8,186,7368.39,200,Mobile app,Books,11630.93,200,186,7368.39,Mobile,macOS,Safari,13.9,Convenience,93,4.8,0.89,25,0,Low,Yes,14/10/2022,07/10/2025
CUST1113,Segment 114,57,Non-binary,27628,High School,Self-employed,5,Married,Germany,Urban,Continental,19.069,-95.0944,Luxury-seeker,Extroverted,Brand,2,18.38,132,2032.3,444,Social,Home & Garden,5690.78,444,132,2032.3,Tablet,Android,Firefox,4.2,Customer support,-54,2.3,0.33,21,0,High,Yes,27/01/2025,06/04/2025
CUST1114,Segment 115,38,Female,70195,Associate,Freelancer,2,Married,South Africa,Rural,Arid,-41.0065,127.8357,Health-conscious,Conscientious,Price,2,66.94,111,6965.69,323,Mobile app,Books,8583.67,323,111,6965.69,Desktop,iOS,Chrome,36.2,Customer support,66,2.4,0.9,3,0,High,Yes,04/04/2025,24/06/2025
CUST1115,Segment 116,33,Male,76560,Bachelors,Professional,1,Widowed,United Kingdom,Suburban,Mediterranean,46.0936,113.571,Budget-conscious,Spontaneous,Quality,1,65.45,125,7469.26,34,In-store,Groceries,21749.27,34,125,7469.26,Desktop,Windows,Edge,19.5,Lowest price,95,3,1,17,1,Low,No,08/06/2023,27/11/2024
CUST1116,Segment 117,62,Non-binary,38484,High School,Self-employed,2,Divorced,South Africa,Rural,Continental,51.296,15.2747,Eco-friendly,Analytical,Convenience,0,16.85,132,2126.98,481,Phone,Automotive,3462.58,481,132,2126.98,Desktop,Linux,Chrome,37.3,Lowest price,-68,4.8,0.83,5,0,Medium,Yes,02/12/2024,07/11/2024
CUST1117,Segment 118,35,Female,69612,High School,Executive,3,Domestic partnership,South Africa,Suburban,Mediterranean,-43.2814,35.5571,Homebody,Conscientious,Innovation,1,108.06,20,2419.11,727,Social,Books,6717.4,727,20,2419.11,Desktop,Linux,Firefox,46.3,Customer support,40,4.5,0.84,23,1,High,Yes,27/02/2024,26/03/2025
CUST1118,Segment 119,64,Female,66746,Other,Self-employed,2,Domestic partnership,India,Rural,Temperate,-19.5435,-18.2792,Homebody,Introverted,Price,1,185.8,138,24326.92,479,Mobile app,Beauty,53662.41,479,138,24326.92,Tablet,Linux,Edge,38.7,Novelty,-17,1.4,0.25,23,0,High,No,24/10/2025,25/07/2025
CUST1119,Segment 120,70,Non-binary,30711,PhD,Retired,2,Domestic partnership,India,Suburban,Arid,38.6821,-114.6667,Health-conscious,Conscientious,Sustainability,4,88.34,24,2079.2,64,Social,Beauty,5516.98,64,24,2079.2,Tablet,macOS,Chrome,86.3,Sustainability,81,2.6,0.58,22,1,Medium,No,12/09/2025,18/05/2025
CUST1120,Segment 121,41,Female,75734,Associate,Retired,5,Divorced,Brazil,Urban,Polar,32.3086,-36.1448,Family-oriented,Extroverted,Sustainability,1,84.63,154,12498.05,7,Mobile app,Apparel,37094.54,7,154,12498.05,Desktop,Windows,Chrome,58.2,Novelty,34,3.2,0.07,21,1,Low,Yes,17/04/2024,03/06/2025
CUST1121,Segment 122,43,Male,81824,Bachelors,Professional,5,Single,South Africa,Urban,Arid,-29.7027,94.799,Family-oriented,Spontaneous,Innovation,0,18.77,37,581.54,300,Social,Books,916.98,300,37,581.54,Desktop,iOS,Safari,57.5,Quality,-22,3,0.09,1,0,Low,Yes,27/02/2024,11/10/2025
CUST1122,Segment 123,42,Non-binary,97492,Bachelors,Manager,5,Married,India,Urban,Arid,-26.9716,-128.703,Tech-savvy,Extroverted,Brand,1,158.84,54,8375.18,342,Social,Groceries,24474.55,342,54,8375.18,Desktop,Other,Firefox,65.6,Customer support,-87,1.8,1,22,0,Low,Yes,16/01/2023,08/01/2025
CUST1123,Segment 124,77,Prefer not to say,96614,PhD,Manager,3,Divorced,Australia,Urban,Temperate,-9.2481,-36.6202,Adventurer,Social,Convenience,3,70.49,103,6376.46,430,Social,Apparel,11343.49,430,103,6376.46,Desktop,Windows,Firefox,21.5,Novelty,46,4.4,0.33,10,0,Low,No,17/07/2025,17/04/2025
CUST1124,Segment 125,77,Male,23670,Associate,Executive,5,Married,Australia,Suburban,Polar,3.2975,-18.5128,Adventurer,Extroverted,Quality,2,40.26,149,5247.03,423,Phone,Apparel,9292.62,423,149,5247.03,Tablet,macOS,Firefox,76,Sustainability,27,3.7,0.75,27,0,Low,Yes,21/05/2024,31/05/2025
CUST1125,Segment 126,77,Male,36865,Other,Unemployed,1,Divorced,Brazil,Suburban,Polar,18.008,20.4708,Family-oriented,Social,Brand,0,78.82,38,2508.79,331,Social,Electronics,4216.71,331,38,2508.79,Desktop,macOS,Edge,48.1,Novelty,-47,4.4,0.81,13,1,High,Yes,24/05/2025,29/10/2024
CUST1126,Segment 127,62,Non-binary,80451,Bachelors,Manager,4,Married,Australia,Urban,Tropical,-9.4195,127.5596,Budget-conscious,Extroverted,Innovation,2,103.32,174,16946.99,437,Mobile app,Beauty,35297.45,437,174,16946.99,Desktop,Android,Safari,66.8,Status,47,4.4,0.86,29,1,High,Yes,18/08/2025,28/06/2025
CUST1127,Segment 128,58,Non-binary,80414,Associate,Executive,1,Divorced,Brazil,Urban,Tropical,0.8788,-33.0231,Family-oriented,Spontaneous,Brand,0,83.35,4,367.74,587,Phone,Home & Garden,481.11,587,4,367.74,Mobile,Windows,Other,23.2,Lowest price,-72,4,1,4,0,Medium,Yes,08/10/2024,24/09/2024
CUST1128,Segment 129,46,Female,80451,Other,Professional,1,Single,United States,Urban,Mediterranean,32.2218,-32.8531,Luxury-seeker,Spontaneous,Quality,2,147.37,188,25228.04,173,Online,Home & Garden,53166.15,173,188,25228.04,Tablet,Linux,Edge,11.2,Sustainability,-77,2.8,0.24,5,0,Medium,Yes,20/06/2025,25/04/2025
CUST1129,Segment 130,32,Male,180582,Other,Unemployed,5,Domestic partnership,India,Rural,Continental,-45.9648,76.5003,Family-oriented,Analytical,Quality,1,98.04,57,5168.82,558,Mobile app,Groceries,10768.77,558,57,5168.82,Desktop,macOS,Firefox,70.4,Lowest price,-19,3.4,0.04,9,0,Medium,Yes,28/04/2025,02/06/2025
CUST1130,Segment 131,62,Female,82127,Bachelors,Unemployed,4,Married,South Africa,Urban,Tropical,-22.2319,-3.379,Luxury-seeker,Extroverted,Sustainability,2,57.96,173,10599.32,526,Mobile app,Books,26750.6,526,173,10599.32,Desktop,macOS,Edge,59.4,Customer support,-38,1.6,0.41,7,0,Medium,Yes,23/01/2025,17/07/2025
CUST1131,Segment 132,18,Male,99067,PhD,Retired,4,Divorced,Brazil,Suburban,Temperate,28.4685,-67.1106,Adventurer,Social,Brand,2,99.07,20,1740.34,658,Online,Apparel,4642.01,658,20,1740.34,Mobile,Android,Chrome,27.4,Lowest price,4,3.7,0.13,13,1,Low,No,23/03/2025,28/02/2025
CUST1132,Segment 133,42,Male,93620,Masters,Freelancer,4,Single,Brazil,Suburban,Arid,48.4728,-3.3169,Tech-savvy,Analytical,Price,3,104.98,17,2068.03,25,Phone,Beauty,3889.72,25,17,2068.03,Desktop,Other,Edge,28.3,Customer support,-44,1.7,0.02,23,0,Low,Yes,23/08/2025,12/03/2025
CUST1133,Segment 134,24,Prefer not to say,84542,Bachelors,Unemployed,3,Single,United Kingdom,Suburban,Polar,6.2845,-90.56,Tech-savvy,Conscientious,Price,0,16.49,119,1978.16,604,Social,Books,3174.29,604,119,1978.16,Desktop,Linux,Edge,78.1,Lowest price,35,3.8,0.36,2,0,Medium,Yes,21/08/2025,06/04/2025
CUST1134,Segment 135,26,Male,55542,High School,Student,5,Domestic partnership,South Africa,Rural,Arid,8.5325,-80.6116,Health-conscious,Spontaneous,Brand,0,143.97,71,10007.63,405,Mobile app,Apparel,15198.29,405,71,10007.63,Desktop,Other,Firefox,20.3,Customer support,-39,1.9,0.78,11,0,High,Yes,25/05/2025,14/04/2025
CUST1135,Segment 136,41,Female,87769,High School,Executive,4,Divorced,United States,Rural,Temperate,-38.2111,9.543,Family-oriented,Analytical,Quality,2,56.95,4,233.07,231,Online,Books,323.79,231,4,233.07,Mobile,macOS,Chrome,91.1,Convenience,56,1.5,0.57,15,0,Low,Yes,21/09/2025,28/09/2024
CUST1136,Segment 137,18,Female,41815,Other,Unemployed,3,Married,United Kingdom,Rural,Arid,-0.7846,-12.7009,Luxury-seeker,Spontaneous,Convenience,2,58.48,14,709.35,532,Social,Electronics,791.13,532,14,709.35,Tablet,iOS,Firefox,27.5,Sustainability,-84,1.7,0.31,27,0,Low,Yes,10/11/2023,24/09/2024
CUST1137,Segment 138,61,Prefer not to say,57895,Masters,Unemployed,2,Widowed,India,Rural,Polar,8.5879,126.1569,Health-conscious,Analytical,Quality,5,120.08,3,376.59,549,Phone,Books,634.51,549,3,376.59,Mobile,Linux,Chrome,66,Quality,-35,1,0.65,29,0,High,Yes,23/02/2025,26/11/2024
CUST1138,Segment 139,25,Female,50439,Bachelors,Student,2,Single,Canada,Suburban,Tropical,-23.3282,-28.5297,Family-oriented,Conscientious,Quality,0,119.83,80,9061.45,504,Mobile app,Home & Garden,13959.12,504,80,9061.45,Tablet,Windows,Chrome,41.8,Sustainability,-95,3.9,0.23,22,0,High,Yes,03/03/2025,03/08/2025
CUST1139,Segment 140,41,Non-binary,67456,High School,Unemployed,3,Single,South Africa,Rural,Continental,-20.3832,32.5647,Tech-savvy,Conscientious,Convenience,0,32.95,186,7102.39,668,Social,Automotive,20830.14,668,186,7102.39,Mobile,Android,Chrome,65.1,Quality,-43,3.9,0.01,16,0,High,Yes,07/01/2025,09/06/2025
CUST1140,Segment 141,28,Prefer not to say,134440,High School,Freelancer,3,Domestic partnership,Canada,Rural,Polar,-8.4987,47.034,Adventurer,Introverted,Innovation,3,123.17,55,5877.03,178,Social,Books,12432.37,178,55,5877.03,Mobile,Other,Firefox,36.4,Sustainability,-32,3.1,0.76,0,0,High,Yes,27/08/2023,16/12/2024
CUST1141,Segment 142,68,Female,8982,Bachelors,Student,5,Divorced,South Africa,Rural,Polar,-47.7922,-126.3336,Health-conscious,Social,Quality,0,41.37,132,5476.24,131,In-store,Electronics,9279.78,131,132,5476.24,Desktop,iOS,Chrome,45.9,Sustainability,55,1.6,0.62,22,0,High,Yes,27/09/2021,13/04/2025
CUST1142,Segment 143,34,Female,85588,Associate,Retired,5,Widowed,United States,Urban,Polar,-14.5713,55.7905,Luxury-seeker,Introverted,Convenience,0,184.17,120,22967.73,454,Online,Books,49631.78,454,120,22967.73,Tablet,iOS,Safari,51,Lowest price,-39,1.3,0.76,9,1,Medium,Yes,24/12/2022,13/09/2025
CUST1143,Segment 144,25,Non-binary,16619,Other,Self-employed,2,Widowed,United Kingdom,Suburban,Mediterranean,-26.7407,-80.1499,Tech-savvy,Social,Brand,2,25.31,24,494.06,347,Social,Sports,631.6,347,24,494.06,Tablet,Windows,Safari,24.9,Quality,68,1.1,0.04,24,0,High,Yes,24/03/2023,14/01/2025
CUST1144,Segment 145,52,Prefer not to say,50842,Bachelors,Unemployed,4,Widowed,Brazil,Rural,Mediterranean,-13.9753,139.0997,Adventurer,Conscientious,Convenience,1,89.37,162,13688.56,539,Phone,Electronics,25845.2,539,162,13688.56,Tablet,Android,Other,68.5,Novelty,96,1.7,0.84,22,0,Low,Yes,02/07/2024,14/10/2025
CUST1145,Segment 146,52,Non-binary,97669,Associate,Unemployed,2,Divorced,United Kingdom,Urban,Polar,-36.8262,-88.3744,Family-oriented,Analytical,Price,1,28.08,158,4849.49,405,In-store,Automotive,10923.32,405,158,4849.49,Tablet,macOS,Safari,37.2,Quality,-19,4.6,0.62,9,0,High,Yes,18/06/2023,15/09/2025
CUST1146,Segment 147,50,Prefer not to say,66928,Other,Executive,4,Married,Canada,Suburban,Temperate,47.958,-13.9052,Health-conscious,Extroverted,Convenience,2,208.36,82,19275.05,75,Social,Sports,38122.11,75,82,19275.05,Desktop,Other,Other,44.3,Quality,68,2,0.56,20,1,Medium,Yes,20/03/2024,13/05/2025
CUST1147,Segment 148,76,Prefer not to say,32668,Masters,Freelancer,4,Single,South Africa,Rural,Polar,15.2952,-106.1021,Luxury-seeker,Spontaneous,Quality,0,21.48,147,2921.58,578,Social,Electronics,5269.24,578,147,2921.58,Desktop,Other,Safari,25.1,Sustainability,76,2.4,0.62,23,0,Low,Yes,04/05/2025,23/12/2024
CUST1148,Segment 149,22,Male,43541,PhD,Executive,5,Divorced,Germany,Suburban,Mediterranean,24.7013,149.1248,Adventurer,Conscientious,Innovation,0,106.46,159,18948.87,491,Phone,Beauty,56613.48,491,159,18948.87,Mobile,Android,Firefox,5.7,Quality,76,1.4,0.86,1,1,High,Yes,11/05/2025,15/09/2025
CUST1149,Segment 150,59,Female,85388,Other,Self-employed,1,Widowed,India,Suburban,Mediterranean,36.8088,10.6146,Family-oriented,Conscientious,Brand,1,30.91,188,6898.35,193,In-store,Apparel,19043.79,193,188,6898.35,Mobile,Other,Other,45.2,Customer support,-30,1.9,0.59,8,0,High,No,14/02/2025,23/07/2025
CUST1150,Segment 151,56,Female,43089,Masters,Unemployed,1,Single,Brazil,Urban,Arid,4.8286,36.7078,Budget-conscious,Analytical,Convenience,1,53.75,60,3685.37,161,In-store,Electronics,8280.33,161,60,3685.37,Desktop,macOS,Edge,110.3,Sustainability,30,3.1,0.58,21,0,High,Yes,29/12/2020,10/02/2025
CUST1151,Segment 152,75,Male,71494,PhD,Freelancer,3,Single,Canada,Rural,Temperate,-40.4388,-111.2186,Family-oriented,Extroverted,Quality,3,102.21,147,12726.93,346,Online,Automotive,27219.78,346,147,12726.93,Mobile,Windows,Edge,69.6,Novelty,-91,3.4,0.99,12,0,Low,Yes,29/03/2024,12/07/2025
CUST1152,Segment 153,58,Non-binary,66367,High School,Student,5,Widowed,India,Suburban,Tropical,9.0817,79.9889,Tech-savvy,Conscientious,Innovation,1,148.48,49,7973.19,360,Social,Groceries,17870.48,360,49,7973.19,Desktop,Windows,Safari,49.5,Customer support,-3,2,0.76,24,0,High,Yes,07/03/2023,19/01/2025
CUST1153,Segment 154,45,Male,45452,High School,Unemployed,4,Widowed,Brazil,Urban,Arid,14.5525,-71.2264,Health-conscious,Conscientious,Convenience,2,172.4,63,10077.75,583,Online,Apparel,14135.3,583,63,10077.75,Tablet,iOS,Edge,43.4,Convenience,-12,1.2,0.44,15,0,Medium,Yes,22/12/2024,22/10/2024
CUST1154,Segment 155,24,Female,129318,High School,Retired,1,Single,India,Suburban,Mediterranean,31.9983,121.4552,Eco-friendly,Analytical,Brand,2,23.44,110,3082.13,86,In-store,Electronics,5517.86,86,110,3082.13,Mobile,iOS,Safari,50.6,Lowest price,-66,2.6,0.71,17,1,Medium,Yes,11/10/2024,20/11/2024
CUST1155,Segment 156,26,Female,84018,Other,Unemployed,4,Domestic partnership,South Africa,Suburban,Arid,-2.5174,-72.5609,Family-oriented,Conscientious,Brand,1,91.07,150,13580.5,261,Online,Apparel,14652.26,261,150,13580.5,Desktop,iOS,Safari,63.7,Customer support,-99,1.9,0.39,18,0,High,Yes,23/07/2025,17/07/2025
CUST1156,Segment 157,25,Male,8000,Associate,Manager,1,Single,United States,Urban,Arid,-35.9662,-76.6074,Homebody,Social,Price,1,162.57,152,20978.68,213,Phone,Books,40931.34,213,152,20978.68,Tablet,Windows,Edge,20.5,Customer support,23,1.9,0.23,11,0,Low,Yes,13/06/2025,15/02/2025
